"","X","Stn.Id","landsat_date","mid_dt","Latitude","Longitude","ECOSTRESS","dt","date","Air_Temp","Location","Band1","Band2","Band3","Band4","Band5","Band6","Band7","sub_frac","veg_frac","drk_frac","rmse"
"1",1,"105","2018-07-12","2018-07-15 06:30:00",36.634028,-120.38181,23.15,"2018-07-15 06:58:27","2018-07-15",24,"Westlands",0.2953,0.2936,0.3395,0.3607,0.4281,0.4151,0.3638,0.538276612758636,0.0605297051370144,0.408955425024033,0.125966593623161
"2",2,"105","2018-07-12","2018-07-15 23:30:00",36.634028,-120.38181,25.13,"2018-07-15 23:36:14","2018-07-15",25.7,"Westlands",0.2953,0.2936,0.3395,0.3607,0.4281,0.4151,0.3638,0.538276612758636,0.0605297051370144,0.408955425024033,0.125966593623161
"3",3,"105","2018-07-28","2018-07-22 04:30:00",36.634028,-120.38181,19.43,"2018-07-22 04:06:46","2018-07-22",20.8,"Westlands",0.0583,0.0813,0.1303,0.1495,0.3371,0.2963,0.1806,0.239494606852531,0.269090682268143,0.491033911705017,0.0352602861821651
"4",4,"105","2018-07-28","2018-07-22 20:30:00",36.634028,-120.38181,31.43,"2018-07-22 20:44:16","2018-07-22",30.9,"Westlands",0.0583,0.0813,0.1303,0.1495,0.3371,0.2963,0.1806,0.239494606852531,0.269090682268143,0.491033911705017,0.0352602861821651
"5",5,"105","2018-07-28","2018-07-25 03:30:00",36.634028,-120.38181,18.49,"2018-07-25 03:06:47","2018-07-25",22.6,"Westlands",0.0583,0.0813,0.1303,0.1495,0.3371,0.2963,0.1806,0.239494606852531,0.269090682268143,0.491033911705017,0.0352602861821651
"6",6,"105","2018-07-28","2018-07-29 01:30:00",36.634028,-120.38181,21.63,"2018-07-29 01:15:24","2018-07-29",26.55,"Westlands",0.0583,0.0813,0.1303,0.1495,0.3371,0.2963,0.1806,0.239494606852531,0.269090682268143,0.491033911705017,0.0352602861821651
"7",7,"105","2018-08-13","2018-08-14 18:30:00",36.634028,-120.38181,36.43,"2018-08-14 18:35:02","2018-08-14",31.5,"Westlands",0.0483,0.0686,0.1181,0.1223,0.3502,0.271,0.1635,0.194692477583885,0.338471710681915,0.466139167547226,0.0303211398422718
"8",8,"105","2018-08-13","2018-08-15 11:30:00",36.634028,-120.38181,47.69,"2018-08-15 11:13:25","2018-08-15",29.6,"Westlands",0.0483,0.0686,0.1181,0.1223,0.3502,0.271,0.1635,0.194692477583885,0.338471710681915,0.466139167547226,0.0303211398422718
"9",9,"105","2018-08-13","2018-08-20 16:30:00",36.634028,-120.38181,40.65,"2018-08-20 16:35:51","2018-08-20",36.8,"Westlands",0.0483,0.0686,0.1181,0.1223,0.3502,0.271,0.1635,0.194692477583885,0.338471710681915,0.466139167547226,0.0303211398422718
"10",10,"105","2018-08-29","2018-08-22 08:30:00",36.634028,-120.38181,22.85,"2018-08-22 08:22:38","2018-08-22",20,"Westlands",0.0252,0.047,0.0994,0.1032,0.3679,0.2491,0.1457,0.152262926101685,0.411850541830063,0.434693545103073,0.0233545191586018
"11",11,"105","2018-08-29","2018-08-24 14:30:00",36.634028,-120.38181,48.75,"2018-08-24 14:44:17","2018-08-24",30.5,"Westlands",0.0252,0.047,0.0994,0.1032,0.3679,0.2491,0.1457,0.152262926101685,0.411850541830063,0.434693545103073,0.0233545191586018
"12",12,"105","2018-08-29","2018-08-25 07:30:00",36.634028,-120.38181,16.77,"2018-08-25 07:22:23","2018-08-25",19.6,"Westlands",0.0252,0.047,0.0994,0.1032,0.3679,0.2491,0.1457,0.152262926101685,0.411850541830063,0.434693545103073,0.0233545191586018
"13",13,"105","2018-08-29","2018-08-28 06:30:00",36.634028,-120.38181,12.85,"2018-08-28 06:22:54","2018-08-28",15.8,"Westlands",0.0252,0.047,0.0994,0.1032,0.3679,0.2491,0.1457,0.152262926101685,0.411850541830063,0.434693545103073,0.0233545191586018
"14",14,"105","2018-08-29","2018-08-31 11:30:00",36.634028,-120.38181,42.05,"2018-08-31 11:53:26","2018-08-31",26.9,"Westlands",0.0252,0.047,0.0994,0.1032,0.3679,0.2491,0.1457,0.152262926101685,0.411850541830063,0.434693545103073,0.0233545191586018
"15",15,"105","2018-08-29","2018-09-03 10:30:00",36.634028,-120.38181,42.09,"2018-09-03 10:53:57","2018-09-03",30.2,"Westlands",0.0252,0.047,0.0994,0.1032,0.3679,0.2491,0.1457,0.152262926101685,0.411850541830063,0.434693545103073,0.0233545191586018
"16",16,"105","2018-09-14","2018-09-08 01:30:00",36.634028,-120.38181,20.0700000000001,"2018-09-08 01:40:26","2018-09-08",23.5,"Westlands",0.0314,0.0484,0.0958,0.101,0.3652,0.2293,0.1441,0.139697283506393,0.417685002088547,0.441524177789688,0.0213281847536564
"17",17,"105","2018-09-14","2018-09-13 07:30:00",36.634028,-120.38181,8.13,"2018-09-13 07:03:49","2018-09-13",16.3,"Westlands",0.0314,0.0484,0.0958,0.101,0.3652,0.2293,0.1441,0.139697283506393,0.417685002088547,0.441524177789688,0.0213281847536564
"18",18,"105","2018-09-14","2018-09-13 23:30:00",36.634028,-120.38181,14.49,"2018-09-13 23:42:14","2018-09-13",14.7,"Westlands",0.0314,0.0484,0.0958,0.101,0.3652,0.2293,0.1441,0.139697283506393,0.417685002088547,0.441524177789688,0.0213281847536564
"19",19,"105","2018-09-14","2018-09-20 04:30:00",36.634028,-120.38181,11.71,"2018-09-20 04:12:58","2018-09-20",12.8,"Westlands",0.0314,0.0484,0.0958,0.101,0.3652,0.2293,0.1441,0.139697283506393,0.417685002088547,0.441524177789688,0.0213281847536564
"20",20,"105","2018-09-14","2018-09-20 20:30:00",36.634028,-120.38181,19.41,"2018-09-20 20:51:22","2018-09-20",20.6,"Westlands",0.0314,0.0484,0.0958,0.101,0.3652,0.2293,0.1441,0.139697283506393,0.417685002088547,0.441524177789688,0.0213281847536564
"21",21,"105","2018-09-30","2018-09-23 03:30:00",36.634028,-120.38181,13.95,"2018-09-23 03:13:31","2018-09-23",16.4,"Westlands",0.0396,0.0631,0.1122,0.1291,0.3403,0.2348,0.1578,0.177100718021393,0.334215581417084,0.488387793302536,0.0245916992425919
"22",22,"105","2018-09-30","2018-09-27 01:30:00",36.634028,-120.38181,14.89,"2018-09-27 01:23:03","2018-09-27",21.1,"Westlands",0.0396,0.0631,0.1122,0.1291,0.3403,0.2348,0.1578,0.177100718021393,0.334215581417084,0.488387793302536,0.0245916992425919
"23",23,"105","2018-09-30","2018-09-27 18:30:00",36.634028,-120.38181,20.69,"2018-09-27 18:00:35","2018-09-27",28.5,"Westlands",0.0396,0.0631,0.1122,0.1291,0.3403,0.2348,0.1578,0.177100718021393,0.334215581417084,0.488387793302536,0.0245916992425919
"24",24,"105","2019-07-31","2019-07-27 17:30:00",36.634028,-120.38181,47.83,"2019-07-27 17:36:35","2019-07-27",38.8,"Westlands",0.0549,0.0841,0.1348,0.1818,0.2888,0.3606,0.2384,0.34351709485054,0.0845716670155525,0.57041472196579,0.0407350286841393
"25",25,"105","2019-07-31","2019-07-31 15:30:00",36.634028,-120.38181,52.13,"2019-07-31 15:55:57","2019-07-31",36.5,"Westlands",0.0549,0.0841,0.1348,0.1818,0.2888,0.3606,0.2384,0.34351709485054,0.0845716670155525,0.57041472196579,0.0407350286841393
"26",26,"105","2019-07-31","2019-08-06 20:30:00",36.634028,-120.38181,28.59,"2019-08-06 20:43:56","2019-08-06",29.8,"Westlands",0.0549,0.0841,0.1348,0.1818,0.2888,0.3606,0.2384,0.34351709485054,0.0845716670155525,0.57041472196579,0.0407350286841393
"27",27,"105","2019-08-16","2019-08-11 11:30:00",36.634028,-120.38181,44.75,"2019-08-11 11:43:11","2019-08-11",28.8,"Westlands",0.0526,0.0835,0.143,0.1946,0.2897,0.3733,0.2445,0.361962825059891,0.0660420954227448,0.570784866809845,0.0408571287989616
"28",28,"105","2019-08-16","2019-08-15 10:30:00",36.634028,-120.38181,45.79,"2019-08-15 10:02:41","2019-08-15",37.2,"Westlands",0.0526,0.0835,0.143,0.1946,0.2897,0.3733,0.2445,0.361962825059891,0.0660420954227448,0.570784866809845,0.0408571287989616
"29",29,"105","2019-09-01","2019-08-25 13:30:00",36.634028,-120.38181,55.61,"2019-08-25 13:16:19","2019-08-25",38.9,"Westlands",0.0518,0.0818,0.1411,0.196,0.2992,0.3591,0.2269,0.340317368507385,0.102671079337597,0.556202113628387,0.0394722893834114
"30",30,"105","2019-09-01","2019-08-26 05:30:00",36.634028,-120.38181,19.29,"2019-08-26 05:56:40","2019-08-26",20.7,"Westlands",0.0518,0.0818,0.1411,0.196,0.2992,0.3591,0.2269,0.340317368507385,0.102671079337597,0.556202113628387,0.0394722893834114
"31",31,"105","2019-09-01","2019-08-30 04:30:00",36.634028,-120.38181,17.63,"2019-08-30 04:18:27","2019-08-30",17.4,"Westlands",0.0518,0.0818,0.1411,0.196,0.2992,0.3591,0.2269,0.340317368507385,0.102671079337597,0.556202113628387,0.0394722893834114
"32",32,"105","2019-09-01","2019-09-01 10:30:00",36.634028,-120.38181,44.39,"2019-09-01 10:48:20","2019-09-01",34.1,"Westlands",0.0518,0.0818,0.1411,0.196,0.2992,0.3591,0.2269,0.340317368507385,0.102671079337597,0.556202113628387,0.0394722893834114
"33",33,"105","2019-09-01","2019-09-06 01:30:00",36.634028,-120.38181,21.09,"2019-09-06 01:50:26","2019-09-06",25.2,"Westlands",0.0518,0.0818,0.1411,0.196,0.2992,0.3591,0.2269,0.340317368507385,0.102671079337597,0.556202113628387,0.0394722893834114
"34",34,"105","2019-09-01","2019-09-07 01:30:00",36.634028,-120.38181,18.53,"2019-09-07 01:01:29","2019-09-07",20.75,"Westlands",0.0518,0.0818,0.1411,0.196,0.2992,0.3591,0.2269,0.340317368507385,0.102671079337597,0.556202113628387,0.0394722893834114
"35",35,"105","2019-09-17","2019-09-10 00:30:00",36.634028,-120.38181,17.55,"2019-09-10 00:11:55","2019-09-10",20.1,"Westlands",0.059,0.0858,0.1379,0.192,0.2917,-0.1202,0.2262,0.0834979340434074,0.270849257707596,0.651176989078522,0.123458847403526
"36",36,"105","2019-09-17","2019-09-13 05:30:00",36.634028,-120.38181,13.81,"2019-09-13 05:52:39","2019-09-13",16.1,"Westlands",0.059,0.0858,0.1379,0.192,0.2917,-0.1202,0.2262,0.0834979340434074,0.270849257707596,0.651176989078522,0.123458847403526
"37",37,"105","2019-09-17","2019-09-17 04:30:00",36.634028,-120.38181,9.61000000000001,"2019-09-17 04:15:33","2019-09-17",12.2,"Westlands",0.059,0.0858,0.1379,0.192,0.2917,-0.1202,0.2262,0.0834979340434074,0.270849257707596,0.651176989078522,0.123458847403526
"38",38,"105","2019-09-17","2019-09-17 20:30:00",36.634028,-120.38181,17.63,"2019-09-17 20:56:06","2019-09-17",19.2,"Westlands",0.059,0.0858,0.1379,0.192,0.2917,-0.1202,0.2262,0.0834979340434074,0.270849257707596,0.651176989078522,0.123458847403526
"39",39,"105","2019-09-17","2019-09-20 03:30:00",36.634028,-120.38181,11.39,"2019-09-20 03:26:49","2019-09-20",13,"Westlands",0.059,0.0858,0.1379,0.192,0.2917,-0.1202,0.2262,0.0834979340434074,0.270849257707596,0.651176989078522,0.123458847403526
"40",40,"105","2019-09-17","2019-09-24 01:30:00",36.634028,-120.38181,17.87,"2019-09-24 01:49:39","2019-09-24",22,"Westlands",0.059,0.0858,0.1379,0.192,0.2917,-0.1202,0.2262,0.0834979340434074,0.270849257707596,0.651176989078522,0.123458847403526
"41",41,"105","2019-09-17","2019-09-28 00:30:00",36.634028,-120.38181,16.67,"2019-09-28 00:12:25","2019-09-28",17.95,"Westlands",0.059,0.0858,0.1379,0.192,0.2917,-0.1202,0.2262,0.0834979340434074,0.270849257707596,0.651176989078522,0.123458847403526
"42",42,"105","2019-09-17","2019-09-28 16:30:00",36.634028,-120.38181,28.69,"2019-09-28 16:53:01","2019-09-28",22.7,"Westlands",0.059,0.0858,0.1379,0.192,0.2917,-0.1202,0.2262,0.0834979340434074,0.270849257707596,0.651176989078522,0.123458847403526
"43",43,"105","2020-06-15","2020-06-09 18:30:00",36.634028,-120.38181,34.01,"2020-06-09 18:51:11","2020-06-09",30.6,"Westlands",0.0287,0.0509,0.0955,0.13,0.2584,0.2275,0.1468,0.190518513321877,0.192627787590027,0.615918576717377,0.0231708530336618
"44",44,"105","2020-06-15","2020-06-13 17:30:00",36.634028,-120.38181,37.25,"2020-06-13 17:16:32","2020-06-13",25.3,"Westlands",0.0287,0.0509,0.0955,0.13,0.2584,0.2275,0.1468,0.190518513321877,0.192627787590027,0.615918576717377,0.0231708530336618
"45",45,"105","2020-06-15","2020-06-21 14:30:00",36.634028,-120.38181,55.87,"2020-06-21 14:07:37","2020-06-21",36.6,"Westlands",0.0287,0.0509,0.0955,0.13,0.2584,0.2275,0.1468,0.190518513321877,0.192627787590027,0.615918576717377,0.0231708530336618
"46",46,"105","2020-07-01","2020-06-25 12:30:00",36.634028,-120.38181,60.05,"2020-06-25 12:32:57","2020-06-25",36.2,"Westlands",0.0456,0.06,0.1005,0.1192,0.2994,0.25,0.1626,0.194557175040245,0.256382375955582,0.547746300697327,0.0272970888763666
"47",47,"105","2020-07-01","2020-06-28 11:30:00",36.634028,-120.38181,53.01,"2020-06-28 11:46:03","2020-06-28",30,"Westlands",0.0456,0.06,0.1005,0.1192,0.2994,0.25,0.1626,0.194557175040245,0.256382375955582,0.547746300697327,0.0272970888763666
"48",48,"105","2020-07-01","2020-07-08 00:30:00",36.634028,-120.38181,18.77,"2020-07-08 00:31:11","2020-07-08",24.3,"Westlands",0.0456,0.06,0.1005,0.1192,0.2994,0.25,0.1626,0.194557175040245,0.256382375955582,0.547746300697327,0.0272970888763666
"49",49,"105","2020-07-01","2020-07-10 07:30:00",36.634028,-120.38181,21.77,"2020-07-10 07:03:39","2020-07-10",25.3,"Westlands",0.0456,0.06,0.1005,0.1192,0.2994,0.25,0.1626,0.194557175040245,0.256382375955582,0.547746300697327,0.0272970888763666
"50",50,"105","2020-07-01","2020-07-14 05:30:00",36.634028,-120.38181,13.27,"2020-07-14 05:29:10","2020-07-14",15.2,"Westlands",0.0456,0.06,0.1005,0.1192,0.2994,0.25,0.1626,0.194557175040245,0.256382375955582,0.547746300697327,0.0272970888763666
"51",51,"105","2020-08-02","2020-07-22 02:30:00",36.634028,-120.38181,17.59,"2020-07-22 02:19:12","2020-07-22",17.9,"Westlands",0.0609,0.0853,0.136,0.1749,0.34,0.3235,0.2161,0.289250016212463,0.217921018600464,0.492216557264328,0.0358036272227764
"52",52,"105","2020-08-02","2020-07-23 18:30:00",36.634028,-120.38181,39.47,"2020-07-23 18:12:11","2020-07-23",32.5,"Westlands",0.0609,0.0853,0.136,0.1749,0.34,0.3235,0.2161,0.289250016212463,0.217921018600464,0.492216557264328,0.0358036272227764
"53",53,"105","2020-08-02","2020-07-26 00:30:00",36.634028,-120.38181,22.27,"2020-07-26 00:44:20","2020-07-26",26.1,"Westlands",0.0609,0.0853,0.136,0.1749,0.34,0.3235,0.2161,0.289250016212463,0.217921018600464,0.492216557264328,0.0358036272227764
"54",54,"105","2020-08-02","2020-07-27 16:30:00",36.634028,-120.38181,51.01,"2020-07-27 16:37:15","2020-07-27",38.5,"Westlands",0.0609,0.0853,0.136,0.1749,0.34,0.3235,0.2161,0.289250016212463,0.217921018600464,0.492216557264328,0.0358036272227764
"55",55,"105","2020-08-02","2020-07-29 23:30:00",36.634028,-120.38181,23.61,"2020-07-29 23:09:38","2020-07-29",24.7,"Westlands",0.0609,0.0853,0.136,0.1749,0.34,0.3235,0.2161,0.289250016212463,0.217921018600464,0.492216557264328,0.0358036272227764
"56",56,"105","2020-08-02","2020-07-31 15:30:00",36.634028,-120.38181,55.89,"2020-07-31 15:03:18","2020-07-31",37.5,"Westlands",0.0609,0.0853,0.136,0.1749,0.34,0.3235,0.2161,0.289250016212463,0.217921018600464,0.492216557264328,0.0358036272227764
"57",57,"105","2020-08-02","2020-08-06 20:30:00",36.634028,-120.38181,27.15,"2020-08-06 20:02:34","2020-08-06",24.8,"Westlands",0.0609,0.0853,0.136,0.1749,0.34,0.3235,0.2161,0.289250016212463,0.217921018600464,0.492216557264328,0.0358036272227764
"58",58,"105","2020-08-02","2020-08-08 11:30:00",36.634028,-120.38181,56.37,"2020-08-08 11:56:24","2020-08-08",33.8,"Westlands",0.0609,0.0853,0.136,0.1749,0.34,0.3235,0.2161,0.289250016212463,0.217921018600464,0.492216557264328,0.0358036272227764
"59",59,"105","2020-08-02","2020-08-10 18:30:00",36.634028,-120.38181,39.5700000000001,"2020-08-10 18:29:01","2020-08-10",34.9,"Westlands",0.0609,0.0853,0.136,0.1749,0.34,0.3235,0.2161,0.289250016212463,0.217921018600464,0.492216557264328,0.0358036272227764
"60",60,"105","2020-08-18","2020-08-12 10:30:00",36.634028,-120.38181,46.23,"2020-08-12 10:22:51","2020-08-12",31.5,"Westlands",0.0545,0.0812,0.1299,0.1502,0.3021,0.2726,0.1718,0.2332783639431,0.217642888426781,0.549054086208344,0.0339170768857002
"61",61,"105","2020-08-18","2020-08-14 16:30:00",36.634028,-120.38181,54.61,"2020-08-14 16:55:25","2020-08-14",40,"Westlands",0.0545,0.0812,0.1299,0.1502,0.3021,0.2726,0.1718,0.2332783639431,0.217642888426781,0.549054086208344,0.0339170768857002
"62",62,"105","2020-08-18","2020-08-18 15:30:00",36.634028,-120.38181,51.25,"2020-08-18 15:21:49","2020-08-18",41.1,"Westlands",0.0545,0.0812,0.1299,0.1502,0.3021,0.2726,0.1718,0.2332783639431,0.217642888426781,0.549054086208344,0.0339170768857002
"63",63,"105","2020-08-18","2020-08-23 06:30:00",36.634028,-120.38181,18.0700000000001,"2020-08-23 06:29:48","2020-08-23",21.7,"Westlands",0.0545,0.0812,0.1299,0.1502,0.3021,0.2726,0.1718,0.2332783639431,0.217642888426781,0.549054086208344,0.0339170768857002
"64",64,"105","2020-09-03","2020-08-27 04:30:00",36.634028,-120.38181,15.51,"2020-08-27 04:56:02","2020-08-27",17.1,"Westlands",0.0526,0.0758,0.1264,0.1525,0.337,0.2645,0.1681,0.215236127376556,0.289347022771835,0.495522290468216,0.0307915937155485
"65",65,"105","2020-09-03","2020-08-28 04:30:00",36.634028,-120.38181,15.47,"2020-08-28 04:08:17","2020-08-28",17.2,"Westlands",0.0526,0.0758,0.1264,0.1525,0.337,0.2645,0.1681,0.215236127376556,0.289347022771835,0.495522290468216,0.0307915937155485
"66",66,"105","2020-09-03","2020-08-31 03:30:00",36.634028,-120.38181,15.67,"2020-08-31 03:22:16","2020-08-31",18.4,"Westlands",0.0526,0.0758,0.1264,0.1525,0.337,0.2645,0.1681,0.215236127376556,0.289347022771835,0.495522290468216,0.0307915937155485
"67",67,"105","2020-09-03","2020-09-01 02:30:00",36.634028,-120.38181,17.95,"2020-09-01 02:34:18","2020-09-01",19.3,"Westlands",0.0526,0.0758,0.1264,0.1525,0.337,0.2645,0.1681,0.215236127376556,0.289347022771835,0.495522290468216,0.0307915937155485
"68",68,"105","2020-09-03","2020-09-07 07:30:00",36.634028,-120.38181,21.37,"2020-09-07 07:33:14","2020-09-07",24.9,"Westlands",0.0526,0.0758,0.1264,0.1525,0.337,0.2645,0.1681,0.215236127376556,0.289347022771835,0.495522290468216,0.0307915937155485
"69",69,"105","2020-09-03","2020-09-08 00:30:00",36.634028,-120.38181,24.35,"2020-09-08 00:14:35","2020-09-08",29.4,"Westlands",0.0526,0.0758,0.1264,0.1525,0.337,0.2645,0.1681,0.215236127376556,0.289347022771835,0.495522290468216,0.0307915937155485
"70",70,"105","2020-09-03","2020-09-08 23:30:00",36.634028,-120.38181,17.83,"2020-09-08 23:26:37","2020-09-08",20.8,"Westlands",0.0526,0.0758,0.1264,0.1525,0.337,0.2645,0.1681,0.215236127376556,0.289347022771835,0.495522290468216,0.0307915937155485
"71",71,"105","2020-09-03","2020-09-11 05:30:00",36.634028,-120.38181,9.35000000000002,"2020-09-11 05:59:49","2020-09-11",12.6,"Westlands",0.0526,0.0758,0.1264,0.1525,0.337,0.2645,0.1681,0.215236127376556,0.289347022771835,0.495522290468216,0.0307915937155485
"72",72,"105","2020-09-19","2020-09-15 04:30:00",36.634028,-120.38181,14.23,"2020-09-15 04:26:58","2020-09-15",15.9,"Westlands",0.0526,0.067,0.1041,0.1219,0.327,0.2306,0.1544,0.17184741795063,0.319937974214554,0.507538318634033,0.0265347734093666
"73",73,"105","2020-09-19","2020-09-20 18:30:00",36.634028,-120.38181,26.71,"2020-09-20 18:48:18","2020-09-20",26.6,"Westlands",0.0526,0.067,0.1041,0.1219,0.327,0.2306,0.1544,0.17184741795063,0.319937974214554,0.507538318634033,0.0265347734093666
"74",74,"105","2020-09-19","2020-09-23 01:30:00",36.634028,-120.38181,14.41,"2020-09-23 01:21:24","2020-09-23",21.05,"Westlands",0.0526,0.067,0.1041,0.1219,0.327,0.2306,0.1544,0.17184741795063,0.319937974214554,0.507538318634033,0.0265347734093666
"75",75,"105","2020-09-19","2020-09-24 17:30:00",36.634028,-120.38181,36.47,"2020-09-24 17:15:30","2020-09-24",30.5,"Westlands",0.0526,0.067,0.1041,0.1219,0.327,0.2306,0.1544,0.17184741795063,0.319937974214554,0.507538318634033,0.0265347734093666
"76",76,"124","2018-07-12","2018-07-15 06:30:00",36.890056,-120.73141,21.89,"2018-07-15 06:58:27","2018-07-15",23,"Panoche",0.0342,0.0579,0.1023,0.1278,0.2859,0.2334,0.1318,0.17536661028862,0.254510223865509,0.569637417793274,0.0266768764704466
"77",77,"124","2018-07-12","2018-07-15 23:30:00",36.890056,-120.73141,22.95,"2018-07-15 23:36:14","2018-07-15",22.3,"Panoche",0.0342,0.0579,0.1023,0.1278,0.2859,0.2334,0.1318,0.17536661028862,0.254510223865509,0.569637417793274,0.0266768764704466
"78",78,"124","2018-07-28","2018-07-22 04:30:00",36.890056,-120.73141,20.69,"2018-07-22 04:06:46","2018-07-22",20.5,"Panoche",0.0515,0.0734,0.1224,0.155,0.3772,0.3174,0.1856,0.241416215896606,0.331877619028091,0.425809502601624,0.0342741534113884
"79",79,"124","2018-07-28","2018-07-22 20:30:00",36.890056,-120.73141,28.67,"2018-07-22 20:44:16","2018-07-22",29.3,"Panoche",0.0515,0.0734,0.1224,0.155,0.3772,0.3174,0.1856,0.241416215896606,0.331877619028091,0.425809502601624,0.0342741534113884
"80",80,"124","2018-07-28","2018-07-25 03:30:00",36.890056,-120.73141,18.55,"2018-07-25 03:06:47","2018-07-25",21,"Panoche",0.0515,0.0734,0.1224,0.155,0.3772,0.3174,0.1856,0.241416215896606,0.331877619028091,0.425809502601624,0.0342741534113884
"81",81,"124","2018-08-13","2018-08-14 18:30:00",36.890056,-120.73141,32.97,"2018-08-14 18:35:02","2018-08-14",27.5,"Panoche",0.0474,0.0673,0.1141,0.1444,0.3639,0.309,0.1768,0.228788018226624,0.325771510601044,0.444235891103745,0.0334488339722157
"82",82,"124","2018-08-13","2018-08-15 11:30:00",36.890056,-120.73141,40.69,"2018-08-15 11:13:25","2018-08-15",29.2,"Panoche",0.0474,0.0673,0.1141,0.1444,0.3639,0.309,0.1768,0.228788018226624,0.325771510601044,0.444235891103745,0.0334488339722157
"83",83,"124","2018-08-13","2018-08-20 16:30:00",36.890056,-120.73141,43.03,"2018-08-20 16:35:51","2018-08-20",34.6,"Panoche",0.0474,0.0673,0.1141,0.1444,0.3639,0.309,0.1768,0.228788018226624,0.325771510601044,0.444235891103745,0.0334488339722157
"84",84,"124","2018-08-29","2018-08-22 08:30:00",36.890056,-120.73141,19.11,"2018-08-22 08:22:38","2018-08-22",19.5,"Panoche",0.0411,0.0592,0.1028,0.1334,0.344,0.2918,0.1678,0.212687641382217,0.311491310596466,0.474281996488571,0.0312361810356379
"85",85,"124","2018-08-29","2018-08-24 14:30:00",36.890056,-120.73141,43.49,"2018-08-24 14:44:17","2018-08-24",30.5,"Panoche",0.0411,0.0592,0.1028,0.1334,0.344,0.2918,0.1678,0.212687641382217,0.311491310596466,0.474281996488571,0.0312361810356379
"86",86,"124","2018-08-29","2018-08-25 07:30:00",36.890056,-120.73141,15.15,"2018-08-25 07:22:23","2018-08-25",18.2,"Panoche",0.0411,0.0592,0.1028,0.1334,0.344,0.2918,0.1678,0.212687641382217,0.311491310596466,0.474281996488571,0.0312361810356379
"87",87,"124","2018-08-29","2018-08-28 06:30:00",36.890056,-120.73141,14.23,"2018-08-28 06:22:54","2018-08-28",15.9,"Panoche",0.0411,0.0592,0.1028,0.1334,0.344,0.2918,0.1678,0.212687641382217,0.311491310596466,0.474281996488571,0.0312361810356379
"88",88,"124","2018-08-29","2018-08-31 11:30:00",36.890056,-120.73141,39.89,"2018-08-31 11:53:26","2018-08-31",26.8,"Panoche",0.0411,0.0592,0.1028,0.1334,0.344,0.2918,0.1678,0.212687641382217,0.311491310596466,0.474281996488571,0.0312361810356379
"89",89,"124","2018-08-29","2018-09-03 10:30:00",36.890056,-120.73141,35.49,"2018-09-03 10:53:57","2018-09-03",28.3,"Panoche",0.0411,0.0592,0.1028,0.1334,0.344,0.2918,0.1678,0.212687641382217,0.311491310596466,0.474281996488571,0.0312361810356379
"90",90,"124","2018-09-14","2018-09-08 01:30:00",36.890056,-120.73141,19.59,"2018-09-08 01:40:26","2018-09-08",20.45,"Panoche",0.0375,0.0552,0.0962,0.1247,0.325,0.2855,0.1683,0.210288047790527,0.284760415554047,0.503034353256226,0.0311264023184776
"91",91,"124","2018-09-14","2018-09-13 23:30:00",36.890056,-120.73141,14.77,"2018-09-13 23:41:22","2018-09-13",13.1,"Panoche",0.0375,0.0552,0.0962,0.1247,0.325,0.2855,0.1683,0.210288047790527,0.284760415554047,0.503034353256226,0.0311264023184776
"92",92,"124","2018-09-14","2018-09-13 23:30:00",36.890056,-120.73141,15.21,"2018-09-13 23:42:14","2018-09-13",13.1,"Panoche",0.0375,0.0552,0.0962,0.1247,0.325,0.2855,0.1683,0.210288047790527,0.284760415554047,0.503034353256226,0.0311264023184776
"93",93,"124","2018-09-14","2018-09-20 04:30:00",36.890056,-120.73141,10.89,"2018-09-20 04:12:58","2018-09-20",10.7,"Panoche",0.0375,0.0552,0.0962,0.1247,0.325,0.2855,0.1683,0.210288047790527,0.284760415554047,0.503034353256226,0.0311264023184776
"94",94,"124","2018-09-14","2018-09-20 20:30:00",36.890056,-120.73141,17.55,"2018-09-20 20:51:22","2018-09-20",17.7,"Panoche",0.0375,0.0552,0.0962,0.1247,0.325,0.2855,0.1683,0.210288047790527,0.284760415554047,0.503034353256226,0.0311264023184776
"95",95,"124","2018-09-30","2018-09-23 03:30:00",36.890056,-120.73141,12.95,"2018-09-23 03:13:31","2018-09-23",13.8,"Panoche",0.0752,0.0875,0.1236,0.1468,0.3417,0.2902,0.1771,0.229667127132416,0.286305516958237,0.483463227748871,0.0368980132043362
"96",96,"124","2018-09-30","2018-09-27 01:30:00",36.890056,-120.73141,15.65,"2018-09-27 01:23:03","2018-09-27",20.2,"Panoche",0.0752,0.0875,0.1236,0.1468,0.3417,0.2902,0.1771,0.229667127132416,0.286305516958237,0.483463227748871,0.0368980132043362
"97",97,"124","2018-09-30","2018-09-27 18:30:00",36.890056,-120.73141,22.29,"2018-09-27 18:00:35","2018-09-27",25.5,"Panoche",0.0752,0.0875,0.1236,0.1468,0.3417,0.2902,0.1771,0.229667127132416,0.286305516958237,0.483463227748871,0.0368980132043362
"98",98,"124","2019-07-31","2019-07-27 17:30:00",36.890056,-120.73141,45.21,"2019-07-27 17:36:35","2019-07-27",37.7,"Panoche",0.0461,0.069,0.123,0.1624,0.3601,0.3261,0.1979,0.263360798358917,0.281177163124084,0.454372495412827,0.0333404578268528
