ID,Latitude,Longitude,Date,ARD_Tile,CU_LC08_001_Line_Y_30m,CU_LC08_001_Sample_X_30m,CU_LC08_001_SRB1,CU_LC08_001_SRB2,CU_LC08_001_SRB3,CU_LC08_001_SRB4,CU_LC08_001_SRB5,CU_LC08_001_SRB6,CU_LC08_001_SRB7,CU_LC08_001_PIXELQA,CU_LC08_001_PIXELQA_bitmask,CU_LC08_001_PIXELQA_Fill,CU_LC08_001_PIXELQA_Fill_Description,CU_LC08_001_PIXELQA_Clear,CU_LC08_001_PIXELQA_Clear_Description,CU_LC08_001_PIXELQA_Water,CU_LC08_001_PIXELQA_Water_Description,CU_LC08_001_PIXELQA_Cloud_Shadow,CU_LC08_001_PIXELQA_Cloud_Shadow_Description,CU_LC08_001_PIXELQA_Snow,CU_LC08_001_PIXELQA_Snow_Description,CU_LC08_001_PIXELQA_Cloud,CU_LC08_001_PIXELQA_Cloud_Description,CU_LC08_001_PIXELQA_Cloud_Confidence,CU_LC08_001_PIXELQA_Cloud_Confidence_Description,CU_LC08_001_PIXELQA_Cirrus_Confidence,CU_LC08_001_PIXELQA_Cirrus_Confidence_Description,CU_LC08_001_PIXELQA_Terrain_Occlusion,CU_LC08_001_PIXELQA_Terrain_Occlusion_Description,CU_LC08_001_PIXELQA_Unused,CU_LC08_001_PIXELQA_Unused_Description
WBAN23110,36.33333,-119.95,2019-07-15,h003v010,2390.0,259.0,0.1544,0.1784,0.226,0.2449,0.2481,0.2782,0.3277,322.0,0b00000000000000000000000101000010,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b01,Low,0b01,Low from OLI Band 9 reflectance,0b0,No,0b00000,
WBAN23110,36.33333,-119.95,2019-07-17,h003v010,2390.0,259.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,0b00000000000000000000000000000001,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b00,None,0b00,Not set,0b0,No,0b00000,
WBAN23110,36.33333,-119.95,2019-07-24,h003v010,2390.0,259.0,0.0959,0.147,0.2195,0.2408,0.2517,0.2792,0.3163,322.0,0b00000000000000000000000101000010,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b01,Low,0b01,Low from OLI Band 9 reflectance,0b0,No,0b00000,
WBAN23110,36.33333,-119.95,2019-07-31,h003v010,2390.0,259.0,0.089,0.1389,0.2133,0.2382,0.2464,0.2776,0.3217,322.0,0b00000000000000000000000101000010,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b01,Low,0b01,Low from OLI Band 9 reflectance,0b0,No,0b00000,
WBAN23110,36.33333,-119.95,2019-08-02,h003v010,2390.0,259.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,0b00000000000000000000000000000001,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b00,None,0b00,Not set,0b0,No,0b00000,
WBAN23110,36.33333,-119.95,2019-08-09,h003v010,2390.0,259.0,0.0913,0.1428,0.215,0.2393,0.2522,0.2802,0.3231,322.0,0b00000000000000000000000101000010,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b01,Low,0b01,Low from OLI Band 9 reflectance,0b0,No,0b00000,
WBAN23110,36.33333,-119.95,2019-08-16,h003v010,2390.0,259.0,0.1228,0.1581,0.2166,0.2386,0.2456,0.2754,0.3159,322.0,0b00000000000000000000000101000010,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b01,Low,0b01,Low from OLI Band 9 reflectance,0b0,No,0b00000,
WBAN23110,36.33333,-119.95,2019-08-18,h003v010,2390.0,259.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,0b00000000000000000000000000000001,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b00,None,0b00,Not set,0b0,No,0b00000,
WBAN23110,36.33333,-119.95,2019-08-25,h003v010,2390.0,259.0,0.0928,0.1416,0.2144,0.2366,0.2494,0.2759,0.309,322.0,0b00000000000000000000000101000010,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b01,Low,0b01,Low from OLI Band 9 reflectance,0b0,No,0b00000,
WBAN23110,36.33333,-119.95,2019-09-01,h003v010,2390.0,259.0,0.0947,0.1406,0.2124,0.2368,0.2475,0.2763,0.3126,322.0,0b00000000000000000000000101000010,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b01,Low,0b01,Low from OLI Band 9 reflectance,0b0,No,0b00000,
WBAN23110,36.33333,-119.95,2019-09-03,h003v010,2390.0,259.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,0b00000000000000000000000000000001,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b00,None,0b00,Not set,0b0,No,0b00000,
WBAN23110,36.33333,-119.95,2019-09-10,h003v010,2390.0,259.0,0.0906,0.142,0.2182,0.2436,0.2555,0.2858,0.3355,322.0,0b00000000000000000000000101000010,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b01,Low,0b01,Low from OLI Band 9 reflectance,0b0,No,0b00000,
WBAN23110,36.33333,-119.95,2019-09-17,h003v010,2390.0,259.0,0.1546,0.1771,0.222,0.2426,0.2496,0.2816,-0.0964,322.0,0b00000000000000000000000101000010,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b01,Low,0b01,Low from OLI Band 9 reflectance,0b0,No,0b00000,
WBAN23110,36.33333,-119.95,2019-09-19,h003v010,2390.0,259.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,0b00000000000000000000000000000001,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b00,None,0b00,Not set,0b0,No,0b00000,
WBAN23110,36.33333,-119.95,2019-09-26,h003v010,2390.0,259.0,0.084,0.1347,0.2108,0.2339,0.2476,0.2714,0.299,322.0,0b00000000000000000000000101000010,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b01,Low,0b01,Low from OLI Band 9 reflectance,0b0,No,0b00000,
WBAN23149,36.02944,-119.0625,2019-05-21,h003v010,4136.0,2538.0,0.6409,0.6431,0.6705,0.6869,0.7417,0.5385,0.3975,480.0,0b00000000000000000000000111100000,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b11,High,0b01,Low from OLI Band 9 reflectance,0b0,No,0b00000,
WBAN23149,36.02944,-119.0625,2019-05-28,h003v010,4136.0,2538.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,0b00000000000000000000000000000001,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b00,None,0b00,Not set,0b0,No,0b00000,
WBAN23149,36.02944,-119.0625,2019-05-30,h003v010,4136.0,2538.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,0b00000000000000000000000000000001,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b00,None,0b00,Not set,0b0,No,0b00000,
WBAN23149,36.02944,-119.0625,2019-06-06,h003v010,4136.0,2538.0,0.0632,0.0737,0.0937,0.1025,0.159,0.2031,0.1796,322.0,0b00000000000000000000000101000010,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b01,Low,0b01,Low from OLI Band 9 reflectance,0b0,No,0b00000,
WBAN23149,36.02944,-119.0625,2019-06-13,h003v010,4136.0,2538.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,0b00000000000000000000000000000001,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b00,None,0b00,Not set,0b0,No,0b00000,
WBAN23149,36.02944,-119.0625,2019-06-15,h003v010,4136.0,2538.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,0b00000000000000000000000000000001,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b00,None,0b00,Not set,0b0,No,0b00000,
WBAN23149,36.02944,-119.0625,2019-06-22,h003v010,4136.0,2538.0,0.0569,0.0672,0.0837,0.0888,0.1292,0.1963,0.1735,322.0,0b00000000000000000000000101000010,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b01,Low,0b01,Low from OLI Band 9 reflectance,0b0,No,0b00000,
WBAN23149,36.02944,-119.0625,2019-06-29,h003v010,4136.0,2538.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,0b00000000000000000000000000000001,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b00,None,0b00,Not set,0b0,No,0b00000,
WBAN23149,36.02944,-119.0625,2019-07-01,h003v010,4136.0,2538.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,0b00000000000000000000000000000001,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b00,None,0b00,Not set,0b0,No,0b00000,
WBAN23149,36.02944,-119.0625,2019-07-08,h003v010,4136.0,2538.0,0.0495,0.0622,0.0839,0.0941,0.1293,0.2079,0.1823,322.0,0b00000000000000000000000101000010,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b01,Low,0b01,Low from OLI Band 9 reflectance,0b0,No,0b00000,
WBAN23149,36.02944,-119.0625,2019-07-15,h003v010,4136.0,2538.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,0b00000000000000000000000000000001,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b00,None,0b00,Not set,0b0,No,0b00000,
WBAN23149,36.02944,-119.0625,2019-07-17,h003v010,4136.0,2538.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,0b00000000000000000000000000000001,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b00,None,0b00,Not set,0b0,No,0b00000,
WBAN23149,36.02944,-119.0625,2019-07-24,h003v010,4136.0,2538.0,0.0535,0.066,0.0851,0.1001,0.1466,0.2082,0.1742,322.0,0b00000000000000000000000101000010,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b01,Low,0b01,Low from OLI Band 9 reflectance,0b0,No,0b00000,
WBAN23149,36.02944,-119.0625,2019-07-31,h003v010,4136.0,2538.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,0b00000000000000000000000000000001,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b00,None,0b00,Not set,0b0,No,0b00000,
WBAN23149,36.02944,-119.0625,2019-08-02,h003v010,4136.0,2538.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,0b00000000000000000000000000000001,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b00,None,0b00,Not set,0b0,No,0b00000,
WBAN23149,36.02944,-119.0625,2019-08-09,h003v010,4136.0,2538.0,0.0542,0.0662,0.0839,0.0949,0.1325,0.2123,0.1784,322.0,0b00000000000000000000000101000010,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b01,Low,0b01,Low from OLI Band 9 reflectance,0b0,No,0b00000,
WBAN23149,36.02944,-119.0625,2019-08-16,h003v010,4136.0,2538.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,0b00000000000000000000000000000001,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b00,None,0b00,Not set,0b0,No,0b00000,
WBAN23149,36.02944,-119.0625,2019-08-18,h003v010,4136.0,2538.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,0b00000000000000000000000000000001,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b00,None,0b00,Not set,0b0,No,0b00000,
WBAN23149,36.02944,-119.0625,2019-08-25,h003v010,4136.0,2538.0,0.0489,0.0633,0.0822,0.0928,0.1313,0.2108,0.1703,322.0,0b00000000000000000000000101000010,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b01,Low,0b01,Low from OLI Band 9 reflectance,0b0,No,0b00000,
WBAN23149,36.02944,-119.0625,2019-09-01,h003v010,4136.0,2538.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,0b00000000000000000000000000000001,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b00,None,0b00,Not set,0b0,No,0b00000,
WBAN23149,36.02944,-119.0625,2019-09-03,h003v010,4136.0,2538.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,0b00000000000000000000000000000001,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b00,None,0b00,Not set,0b0,No,0b00000,
WBAN23149,36.02944,-119.0625,2019-09-10,h003v010,4136.0,2538.0,0.0492,0.0619,0.0851,0.1038,0.1521,0.2003,0.1745,322.0,0b00000000000000000000000101000010,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b01,Low,0b01,Low from OLI Band 9 reflectance,0b0,No,0b00000,
WBAN23149,36.02944,-119.0625,2019-09-17,h003v010,4136.0,2538.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,0b00000000000000000000000000000001,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b00,None,0b00,Not set,0b0,No,0b00000,
WBAN23149,36.02944,-119.0625,2019-09-19,h003v010,4136.0,2538.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,0b00000000000000000000000000000001,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b00,None,0b00,Not set,0b0,No,0b00000,
WBAN23149,36.02944,-119.0625,2019-09-26,h003v010,4136.0,2538.0,0.0764,0.0953,0.1271,0.1473,0.2149,0.2655,0.2074,416.0,0b00000000000000000000000110100000,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b10,Medium,0b01,Low from OLI Band 9 reflectance,0b0,No,0b00000,
WBAN23155,35.4344,-119.0542,2019-05-21,h003v011,1297.0,2028.0,0.9081,0.9231,0.9557,0.9782,0.9912,0.5006,0.3058,480.0,0b00000000000000000000000111100000,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b11,High,0b01,Low from OLI Band 9 reflectance,0b0,No,0b00000,
WBAN23155,35.4344,-119.0542,2019-05-30,h003v011,1297.0,2028.0,0.0501,0.063,0.0929,0.0923,0.1106,0.143,0.1403,322.0,0b00000000000000000000000101000010,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b01,Low,0b01,Low from OLI Band 9 reflectance,0b0,No,0b00000,
WBAN23155,35.4344,-119.0542,2019-06-06,h003v011,1297.0,2028.0,0.0522,0.0685,0.0871,0.098,0.116,0.1491,0.137,322.0,0b00000000000000000000000101000010,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b01,Low,0b01,Low from OLI Band 9 reflectance,0b0,No,0b00000,
WBAN23155,35.4344,-119.0542,2019-06-15,h003v011,1297.0,2028.0,0.0506,0.0647,0.0909,0.0944,0.1105,0.1467,0.1341,322.0,0b00000000000000000000000101000010,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b01,Low,0b01,Low from OLI Band 9 reflectance,0b0,No,0b00000,
WBAN23155,35.4344,-119.0542,2019-06-22,h003v011,1297.0,2028.0,0.0308,0.0492,0.0834,0.0959,0.1174,0.1534,0.1433,322.0,0b00000000000000000000000101000010,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b01,Low,0b01,Low from OLI Band 9 reflectance,0b0,No,0b00000,
WBAN23155,35.4344,-119.0542,2019-07-01,h003v011,1297.0,2028.0,0.0376,0.0563,0.0819,0.0954,0.1087,0.1272,0.1205,322.0,0b00000000000000000000000101000010,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b01,Low,0b01,Low from OLI Band 9 reflectance,0b0,No,0b00000,
WBAN23155,35.4344,-119.0542,2019-07-08,h003v011,1297.0,2028.0,0.0548,0.0707,0.0907,0.1043,0.123,0.1595,0.1483,322.0,0b00000000000000000000000101000010,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b01,Low,0b01,Low from OLI Band 9 reflectance,0b0,No,0b00000,
WBAN23155,35.4344,-119.0542,2019-07-17,h003v011,1297.0,2028.0,0.058,0.0736,0.0954,0.1061,0.122,0.1419,0.1334,322.0,0b00000000000000000000000101000010,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b01,Low,0b01,Low from OLI Band 9 reflectance,0b0,No,0b00000,
WBAN23155,35.4344,-119.0542,2019-07-24,h003v011,1297.0,2028.0,0.0581,0.07,0.0957,0.1066,0.1285,0.1504,0.1329,322.0,0b00000000000000000000000101000010,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b01,Low,0b01,Low from OLI Band 9 reflectance,0b0,No,0b00000,
WBAN23155,35.4344,-119.0542,2019-08-02,h003v011,1297.0,2028.0,0.0641,0.0792,0.0966,0.1133,0.1394,0.1551,0.1328,322.0,0b00000000000000000000000101000010,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b01,Low,0b01,Low from OLI Band 9 reflectance,0b0,No,0b00000,
WBAN23155,35.4344,-119.0542,2019-08-09,h003v011,1297.0,2028.0,0.0644,0.0775,0.0997,0.1132,0.1363,0.166,0.1511,322.0,0b00000000000000000000000101000010,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b01,Low,0b01,Low from OLI Band 9 reflectance,0b0,No,0b00000,
WBAN23155,35.4344,-119.0542,2019-08-18,h003v011,1297.0,2028.0,0.0664,0.0764,0.1013,0.1068,0.1354,0.1652,0.1462,322.0,0b00000000000000000000000101000010,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b01,Low,0b01,Low from OLI Band 9 reflectance,0b0,No,0b00000,
WBAN23155,35.4344,-119.0542,2019-08-25,h003v011,1297.0,2028.0,0.0597,0.0765,0.0984,0.1121,0.1358,0.1648,0.1476,322.0,0b00000000000000000000000101000010,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b01,Low,0b01,Low from OLI Band 9 reflectance,0b0,No,0b00000,
WBAN23155,35.4344,-119.0542,2019-09-03,h003v011,1297.0,2028.0,0.0678,0.082,0.1078,0.1156,0.1332,0.1517,0.1364,322.0,0b00000000000000000000000101000010,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b01,Low,0b01,Low from OLI Band 9 reflectance,0b0,No,0b00000,
WBAN23155,35.4344,-119.0542,2019-09-10,h003v011,1297.0,2028.0,0.0616,0.0719,0.0961,0.1067,0.1304,0.1395,0.1241,322.0,0b00000000000000000000000101000010,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b01,Low,0b01,Low from OLI Band 9 reflectance,0b0,No,0b00000,
WBAN23155,35.4344,-119.0542,2019-09-19,h003v011,1297.0,2028.0,0.1595,0.1709,0.2007,0.2275,0.282,0.3367,0.2767,352.0,0b00000000000000000000000101100000,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b01,Low,0b01,Low from OLI Band 9 reflectance,0b0,No,0b00000,
WBAN23155,35.4344,-119.0542,2019-09-26,h003v011,1297.0,2028.0,0.0725,0.0912,0.123,0.1431,0.183,0.2064,0.1719,322.0,0b00000000000000000000000101000010,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b01,Low,0b01,Low from OLI Band 9 reflectance,0b0,No,0b00000,
WBAN23203,37.38333,-120.56667,2019-05-19,h002v009,3137.0,4493.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,0b00000000000000000000000000000001,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b00,None,0b00,Not set,0b0,No,0b00000,
WBAN23203,37.38333,-120.56667,2019-05-21,h002v009,3137.0,4493.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,0b00000000000000000000000000000001,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b00,None,0b00,Not set,0b0,No,0b00000,
WBAN23203,37.38333,-120.56667,2019-05-28,h002v009,3137.0,4493.0,0.169,0.1752,0.1887,0.2028,0.2869,0.308,0.2459,480.0,0b00000000000000000000000111100000,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b11,High,0b01,Low from OLI Band 9 reflectance,0b0,No,0b00000,
WBAN23203,37.38333,-120.56667,2019-06-04,h002v009,3137.0,4493.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,0b00000000000000000000000000000001,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b00,None,0b00,Not set,0b0,No,0b00000,
WBAN23203,37.38333,-120.56667,2019-06-06,h002v009,3137.0,4493.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,0b00000000000000000000000000000001,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b00,None,0b00,Not set,0b0,No,0b00000,
WBAN23203,37.38333,-120.56667,2019-06-13,h002v009,3137.0,4493.0,0.0536,0.0647,0.0892,0.1109,0.1887,0.2764,0.2093,322.0,0b00000000000000000000000101000010,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b01,Low,0b01,Low from OLI Band 9 reflectance,0b0,No,0b00000,
WBAN23203,37.38333,-120.56667,2019-06-20,h002v009,3137.0,4493.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,0b00000000000000000000000000000001,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b00,None,0b00,Not set,0b0,No,0b00000,
WBAN23203,37.38333,-120.56667,2019-06-22,h002v009,3137.0,4493.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,0b00000000000000000000000000000001,0b1,Yes,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b00,None,0b00,Not set,0b0,No,0b00000,
